fips_code,State,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds [Per 1000 People],Staffed All Beds [Per 1000 Adults (20+)],Staffed All Beds [Per 1000 Elderly (65+)],Staffed ICU Beds [Per 1000 People],Staffed ICU Beds [Per 1000 Adults (20+)],Staffed ICU Beds [Per 1000 Elderly (65+)]
20135,KS,0.35,,13.028,17.106,50.34,0,0,0
20137,KS,0.12,,4.604,5.817,22.482,0,0,0
20141,KS,0.16,,6.906,8.889,27.65,0,0,0
20143,KS,0.51,,4.309,5.754,21.133,0,0,0
20145,KS,0.59,,18.44,22.839,87.872,0,0,0
20147,KS,0.28,,4.702,6.269,19.67,0,0,0
20149,KS,0.26,,1.771,2.588,12.417,0,0,0
20151,KS,0.37,0.41,3.732,5.18,18.47,0.64,0.888,3.166
20153,KS,0.23,,5.981,7.748,21.429,0,0,0
20155,KS,0.33,0.35,2.198,2.929,11.12,0.289,0.385,1.461
20157,KS,0.65,,5.36,6.912,19.32,0,0,0
20159,KS,0.51,,2.623,3.582,13.565,0,0,0
20161,KS,0.37,,1.343,1.77,14.125,0.109,0.143,1.141
20163,KS,0.35,,3.192,4.217,14.376,0,0,0
20165,KS,1,,5.173,6.723,20.833,0,0,0
20167,KS,0.33,,2.751,3.592,11.249,0,0,0
20169,KS,0.51,0.64,3.511,4.726,19.578,0.331,0.445,1.845
20171,KS,0.41,,5.105,7.203,26.371,0,0,0
20173,KS,0.61,0.76,3.172,4.414,21.87,0.475,0.661,3.276
20175,KS,0.33,0.46,3.26,5.008,33.333,0.367,0.564,3.756
20177,KS,0.55,0.64,4.214,5.7,23.161,0.293,0.396,1.61
20179,KS,0.22,,7.106,9.746,30.822,0,0,0
20181,KS,0.25,,3.56,4.83,18.47,0,0,0
20183,KS,,,0,0,0,0,0,0
20185,KS,0.19,,5.984,8.109,26.969,0,0,0
20187,KS,0.14,,8.052,11.453,45.714,0,0,0
20189,KS,0.19,,3.058,4.46,19.231,0,0,0
20191,KS,0.13,,2.914,3.981,15.571,0,0,0
20193,KS,0.51,0.04,2.723,3.782,15.419,0.13,0.18,0.734
20195,KS,0.43,,8.951,11.176,33.784,0,0,0
20201,KS,0.53,,9.225,12.189,38.521,0,0,0
20203,KS,0.64,,11.876,16.745,58.685,0,0,0
20205,KS,0.26,,4.616,6.26,21.575,0,0,0
20209,KS,0.7,0.65,6.406,9.17,52.216,0.78,1.117,6.361
21001,KY,0.01,,2.55,3.373,13.722,0,0,0
21003,KY,0.75,,1.184,1.584,6.711,0,0,0
21009,KY,0.51,0.64,2.445,3.287,13.814,0.226,0.304,1.279
21013,KY,0.31,0.49,3.274,4.27,17.042,0.263,0.344,1.371
21015,KY,0.8,0.64,1.262,1.761,9.324,0.137,0.191,1.011
21017,KY,0.29,0.18,1.685,2.246,8.912,0.198,0.264,1.048
21021,KY,0.42,0.35,5.648,7.402,29.529,0.731,0.958,3.821
21025,KY,0.31,,3.85,4.952,22.344,0.314,0.404,1.824
21027,KY,0.44,,1.226,1.636,6.344,0,0,0
21033,KY,0.26,,1.966,2.605,9.427,0,0,0
21035,KY,0.49,0.43,2.53,3.304,14.968,0.256,0.334,1.512
21037,KY,0.68,0.45,1.32,1.733,8.454,0.225,0.296,1.443
21041,KY,0.16,,2.328,3.25,15.291,0,0,0
21045,KY,0.82,,1.511,2.015,7.507,0,0,0
21047,KY,0.57,0.34,5.442,7.774,44.364,0.251,0.359,2.048
21049,KY,0.52,0.82,1.49,1.97,8.333,0.221,0.292,1.235
21051,KY,0.31,0.39,2.437,3.165,15.987,0.298,0.388,1.958
21053,KY,0.21,,3.723,4.929,19.095,0,0,0
21055,KY,0.17,,5.384,7.094,25.918,0,0,0
21057,KY,0.32,,3.754,4.914,17.17,0,0,0
21059,KY,0.41,0.67,4.223,5.766,24.93,0.317,0.432,1.868
21065,KY,0.53,,1.761,2.296,9.252,0,0,0
21067,KY,0.71,0.78,7.06,9.35,52.9,0.803,1.063,6.017
21069,KY,0.11,0.25,3.603,4.892,20.132,0.208,0.282,1.161
21071,KY,0.35,0.65,4.938,6.498,26.867,0.446,0.587,2.429
21073,KY,0.57,,2.283,2.994,12.68,0.197,0.258,1.093
21081,KY,0.1,,0.597,0.842,4.345,0,0,0
21083,KY,0.46,0.58,2.546,3.445,13.766,0.214,0.29,1.159
21085,KY,0.35,0.43,2.849,3.823,16.036,0.228,0.306,1.283
21087,KY,0.79,,2.263,2.936,10.965,0,0,0
21089,KY,0.58,,3.828,4.987,18.273,0.34,0.443,1.624
21093,KY,0.61,0.72,3.878,5.315,27.798,0.181,0.248,1.299
21095,KY,0.44,0.55,3.067,4.076,16.38,0.265,0.352,1.416
21097,KY,0.19,0.11,3.248,4.317,18.496,0.32,0.425,1.819
21099,KY,0.31,,1.322,1.803,7.982,0,0,0
21101,KY,0.34,0.41,2.588,3.464,14.728,0.263,0.352,1.498
21107,KY,0.37,,0.777,1.03,4.21,0,0,0
21111,KY,0.68,0.73,4.376,5.797,27.084,0.494,0.655,3.06
21115,KY,0.28,0.69,3.216,4.233,17.488,0.268,0.353,1.457
21117,KY,0.75,0.61,5.836,7.879,40.41,0.602,0.813,4.17
21121,KY,0.34,0.24,0.799,1.08,4.624,0.192,0.259,1.11
21125,KY,0.69,0.71,1.747,2.338,10.684,0.231,0.309,1.411
21127,KY,0.2,0.35,4.174,5.619,24.083,0.385,0.519,2.223
21131,KY,0.43,,2.465,3.216,13.751,0,0,0
21133,KY,0.47,0.52,4.11,5.376,21.043,0.274,0.358,1.403
21137,KY,0.54,,1.014,1.367,5.567,0,0,0
21139,KY,0.33,,2.705,3.474,12.463,0,0,0
21141,KY,0.1,0.13,2.779,3.731,14.928,0.222,0.299,1.194
21151,KY,0.47,0.6,0.92,1.245,6.673,0.13,0.176,0.942
21155,KY,0.13,0.3,3.247,4.414,19.774,0.309,0.42,1.883
21157,KY,0.32,0.34,0.802,1.034,3.672,0.128,0.166,0.587
21161,KY,0.19,0.78,5.831,7.837,31.776,0.292,0.392,1.589
21145,KY,0.44,0.55,8.202,10.838,41.422,0.888,1.173,4.482
21167,KY,0.32,0.07,1.148,1.51,6.114,0.184,0.242,0.978
21171,KY,0.26,,4.572,6.076,24.306,0,0,0
21173,KY,0.44,0.92,1.489,2.009,9.394,0.142,0.191,0.895
21175,KY,0.07,,1.873,2.342,11.186,0,0,0
21177,KY,0.27,0.51,1.527,1.991,7.986,0.195,0.254,1.02
21179,KY,0.48,0.62,0.872,1.174,5.575,0.087,0.117,0.557
21183,KY,0.37,0.05,1.038,1.415,5.832,0.166,0.226,0.933
21185,KY,0.21,,1.354,1.882,10.254,0.12,0.167,0.911
21187,KY,,,0,0,0,0,0,0
21193,KY,0.67,0.66,8.777,11.658,51.705,1.226,1.629,7.225
21195,KY,0.71,0.69,6.096,7.907,32.476,1.301,1.688,6.933
21199,KY,0.49,0.87,3.559,4.696,18.961,0.588,0.776,3.133
21203,KY,0.5,,1.194,1.564,6.577,0,0,0
21205,KY,0.46,0.64,3.661,4.998,26.095,0.569,0.777,4.059
21207,KY,0.32,0.13,1.403,1.859,6.95,0.112,0.149,0.556
21209,KY,0.23,0.76,1.339,1.856,11.116,0.107,0.148,0.889
21211,KY,0.09,0.1,0.618,0.829,4.009,0.082,0.111,0.534
21213,KY,0.75,,1.349,1.836,8.181,0,0,0
21217,KY,0.3,0.42,3.523,4.774,19.569,0.313,0.424,1.74
21221,KY,0.4,,1.707,2.243,7.671,0,0,0
21225,KY,0.46,,1.724,2.261,10.395,0,0,0
21227,KY,0.68,0.73,4.655,6.43,36.162,0.396,0.547,3.078
21231,KY,0.34,,1.221,1.577,5.806,0,0,0
21235,KY,0.62,,0.883,1.237,5.537,0,0,0
21239,KY,0.25,,0.942,1.248,5.012,0,0,0
22001,LA,0.28,0.85,3.296,4.589,21.599,0.064,0.09,0.421
22003,LA,0.16,0.15,2.89,3.811,19.251,0.117,0.154,0.78
22005,LA,0.44,0.39,1.051,1.482,8.891,0.056,0.079,0.475
22007,LA,,,0,0,0,0,0,0
22009,LA,0.31,0.16,2.274,3.068,13.431,0.049,0.067,0.292
22011,LA,0.56,0.52,1.852,2.535,11.753,0.161,0.22,1.022
22013,LA,0.25,,1.578,2.086,7.54,0,0,0
22015,LA,0.66,,1.659,2.279,11.568,0.142,0.194,0.987
22017,LA,0.66,0.65,7.402,10.007,43.215,0.428,0.579,2.5
22019,LA,0.42,0.37,2.772,3.811,18.731,0.286,0.393,1.93
22021,LA,0.15,,3.715,4.961,20.916,0,0,0
22023,LA,,,3.588,4.734,21.758,0,0,0
22027,LA,0.36,0.53,2.321,2.896,12.147,0.251,0.313,1.313
22029,LA,0.61,0.12,3.321,4.504,19.236,0.255,0.346,1.48
22031,LA,0.11,,1.239,1.678,6.942,0,0,0
22033,LA,0.59,0.53,4.254,5.748,30.003,0.297,0.401,2.095
22035,LA,0.14,,3.268,4.466,22.137,0,0,0
22037,LA,0.89,,17.457,21.934,98.509,0,0,0
22039,LA,0.18,0.25,6.788,9.382,44.275,0.718,0.992,4.681
22041,LA,0.23,0,1.439,1.991,8.044,0.298,0.412,1.664
22045,LA,0.43,0.55,2.157,3.007,14.396,0.155,0.216,1.035
22047,LA,,,0,0,0,0,0,0
22049,LA,0.12,,1.572,2.063,7.896,0,0,0
22051,LA,0.6,0.72,5.702,7.495,33.297,0.546,0.718,3.188
22053,LA,0.54,0.5,2.913,4.044,17.833,0.158,0.22,0.969
22059,LA,0.31,,3.687,4.928,21.791,0,0,0
22055,LA,0.66,0.63,5.033,6.81,38.108,0.33,0.446,2.495
22057,LA,0.43,0.4,1.814,2.443,11.735,0.214,0.288,1.384
22061,LA,0.48,0.52,5.467,7.502,40.338,0.36,0.494,2.658
22063,LA,,,0,0,0,0,0,0
22065,LA,0.11,,2.24,3.015,15.567,0,0,0
22067,LA,0.56,0.33,4.292,5.825,22.885,0.236,0.321,1.26
22069,LA,0.39,0.52,2.638,3.682,15.9,0.207,0.289,1.247
22071,LA,0.59,0.9,2.317,2.986,15.686,0.228,0.293,1.541
22073,LA,0.6,0.72,5.101,7.05,34.49,0.57,0.787,3.852
22077,LA,0.15,,1.139,1.499,5.536,0,0,0
22079,LA,0.66,0.65,8.54,11.736,52.164,0.199,0.274,1.216
22081,LA,0.58,,4.365,5.852,22.854,0,0,0
22083,LA,0.23,0.08,3.12,4.206,17.777,0.099,0.134,0.564
22085,LA,0.07,,1.997,2.69,9.639,0,0,0
22087,LA,0.38,0.48,0.856,1.201,7.491,0.171,0.24,1.498
22089,LA,0.21,,0.738,1.008,5.436,0.151,0.207,1.115
22091,LA,0.17,,2.436,3.165,12.219,0,0,0
22093,LA,0.56,,2.092,2.778,12.188,0,0,0
22097,LA,0.45,0.26,2.259,3.194,14.031,0.266,0.376,1.651
22099,LA,0.67,,0.802,1.089,5.337,0,0,0
22101,LA,0.17,0.18,3.114,4.21,18.806,0.301,0.407,1.82
22103,LA,0.5,0.54,4.176,5.659,24.672,0.802,1.087,4.737
22105,LA,0.48,0.54,4.111,5.67,28.601,0.478,0.66,3.328
22109,LA,0.45,0.61,2.918,4.026,20.27,0.234,0.323,1.627
22111,LA,0.28,,1.567,2.062,7.625,0,0,0
22113,LA,0.34,0.47,1.153,1.598,7.572,0.1,0.139,0.658
22115,LA,0.4,0.69,2.579,3.565,21.144,0.143,0.198,1.175
22117,LA,0.29,0.02,1.31,1.779,7.301,0.279,0.379,1.556
22119,LA,0.21,0.14,4.407,5.858,22.306,0.412,0.548,2.087
22123,LA,0.55,,2.732,3.664,14.354,0,0,0
22125,LA,0.07,,1.617,1.969,10.762,0,0,0
22127,LA,0.28,0.31,4.67,6.064,25.133,0.354,0.459,1.904
25001,MA,0.74,0.78,1.921,2.313,6.279,0.159,0.192,0.521
25003,MA,0.71,0.44,1.939,2.416,8.334,0.19,0.237,0.816
25005,MA,0.59,0.53,2.771,3.607,16.373,0.17,0.222,1.006
25007,MA,0.6,,1.441,1.783,5.926,0,0,0
25009,MA,0.64,0.5,1.762,2.319,10.334,0.124,0.163,0.727
25011,MA,0.57,0.42,1.254,1.553,5.696,0.085,0.105,0.384
25013,MA,0.68,0.66,2.989,3.962,17.786,0.253,0.335,1.505
25015,MA,0.56,0.54,0.731,0.946,4.243,0.068,0.088,0.396
25017,MA,0.63,0.62,2.369,3.063,15.524,0.155,0.2,1.015
25019,MA,0.35,,1.677,2.17,11.31,0,0,0
25021,MA,0.66,0.6,1.817,2.376,10.784,0.084,0.109,0.496
25023,MA,0.75,0.56,1.237,1.625,6.829,0.091,0.119,0.501
25025,MA,0.83,0.74,7.274,9.173,60.755,0.704,0.887,5.877
25027,MA,0.76,0.77,2.465,3.241,15.757,0.203,0.267,1.3
24001,MD,0.73,0.66,4.058,5.141,20,0.197,0.25,0.972
24003,MD,0.78,0.6,1.13,1.498,7.7,0.087,0.115,0.591
24005,MD,0.71,0.58,2.437,3.22,14.187,0.124,0.164,0.724
24510,MD,0.75,0.68,7.268,9.461,51.892,0.835,1.087,5.961
24009,MD,0.8,0.91,0.739,0.992,4.968,0.043,0.058,0.292
24013,MD,0.5,0.53,4.008,5.286,23.786,0.071,0.094,0.423
24015,MD,0.59,0.85,1.906,2.538,12.109,0.049,0.065,0.309
24017,MD,0.76,0.48,0.607,0.824,4.852,0.062,0.084,0.495
24019,MD,0.93,,2.625,3.4,12.155,0,0,0
24021,MD,0.76,0.56,1.099,1.479,7.6,0.07,0.095,0.487
24023,MD,0.65,0.92,0.926,1.166,4.139,0.069,0.086,0.307
24025,MD,0.77,0.66,0.91,1.205,5.617,0.075,0.099,0.462
24027,MD,0.79,0.64,0.758,1.033,5.49,0.05,0.067,0.359
24029,MD,0.37,0.09,1.083,1.356,4.056,0.31,0.387,1.159
24031,MD,0.75,0.67,1.758,2.355,11.314,0.141,0.188,0.905
24033,MD,0.64,0.72,0.984,1.315,7.421,0.134,0.179,1.012
24039,MD,0.52,,0.117,0.15,0.689,0,0,0
24037,MD,0.74,0.39,0.852,1.166,6.517,0.107,0.146,0.815
24041,MD,0.65,0.32,4.382,5.47,14.994,0.433,0.54,1.481
24043,MD,0.67,0.96,2.511,3.307,14.574,0.113,0.148,0.654
24045,MD,0.6,0.61,4.051,5.56,25.491,0.233,0.319,1.464
24047,MD,0.59,0.49,0.926,1.143,3.328,0.116,0.143,0.416
23001,ME,0.48,0.55,3.353,4.423,18.909,0.501,0.662,2.829
23003,ME,0.46,0.44,2.474,3.11,10.249,0.179,0.225,0.741
23005,ME,0.7,0.73,3.355,4.257,18.187,0.245,0.311,1.329
23007,ME,0.38,0.18,1.606,2.028,7.159,0.167,0.211,0.746
23009,ME,0.42,0.43,1.788,2.208,7.265,0.109,0.135,0.445
23011,ME,0.79,0.36,2.433,3.107,12.197,0.131,0.167,0.657
23013,ME,0.55,1,2.037,2.527,8.054,0.201,0.25,0.795
23015,ME,0.5,,0.728,0.892,2.627,0.116,0.143,0.42
23017,ME,0.45,0.4,0.868,1.091,4.005,0.069,0.087,0.32
23019,ME,0.75,0.89,3.845,4.898,20.6,0.338,0.43,1.808
23021,ME,0.58,,2.976,3.659,11.138,0,0,0
23025,ME,0.52,0.5,0.988,1.251,4.748,0.079,0.1,0.38
23027,ME,0.65,0.38,0.63,0.794,2.801,0.101,0.127,0.448
23029,ME,0.37,,1.588,2.012,6.504,0,0,0
23031,ME,0.5,0.59,0.999,1.262,4.878,0.068,0.086,0.331
26003,MI,0.11,,1.209,1.454,4.711,0,0,0
26005,MI,0.23,,0.58,0.788,3.503,0,0,0
26007,MI,0.34,0.47,4.513,5.682,19.257,0.317,0.4,1.354
26011,MI,0.12,,1.662,2.075,6.672,0.332,0.415,1.334
26013,MI,0.24,,2.885,3.593,13.043,0,0,0
26015,MI,0.58,0.62,0.409,0.541,2.221,0.098,0.13,0.533
26017,MI,0.56,0.73,3.156,4.062,15.475,0.308,0.396,1.51
26019,MI,,,0,0,0,0,0,0
26021,MI,0.48,0.56,1.881,2.481,9.539,0.13,0.171,0.658
26023,MI,0.37,0.37,1.994,2.671,10.968,0.229,0.307,1.261
26025,MI,0.52,0.45,1.948,2.617,10.923,0.238,0.32,1.334
26027,MI,0.1,,0.484,0.628,2.302,0,0,0
26029,MI,0.28,,0.953,1.204,3.907,0,0,0
26033,MI,0.54,0.65,1.306,1.654,7.268,0.16,0.203,0.89
26035,MI,0.14,,1.593,2.035,6.675,0,0,0
26037,MI,0.28,0.05,0.315,0.418,1.86,0.025,0.033,0.149
26039,MI,0.4,0.52,3.525,4.387,13.725,0.432,0.537,1.681
26041,MI,0.52,0.41,0.697,0.891,2.885,0.251,0.321,1.039
26043,MI,0.58,0.67,2.206,2.834,9.989,0.236,0.304,1.07
26045,MI,0.19,,0.41,0.533,2.205,0,0,0
26047,MI,0.51,0.7,5.614,7.14,24.917,1.741,2.215,7.728
26049,MI,0.71,0.7,2.573,3.426,14.718,0.371,0.494,2.123
26051,MI,0.12,,0.987,1.244,3.693,0,0,0
26053,MI,0.38,0.14,1.656,2.009,6.4,0.331,0.402,1.28
26055,MI,0.61,0.79,4.418,5.691,22.196,0.216,0.278,1.085
26057,MI,0.61,,1.207,1.568,6.896,0,0,0
26059,MI,0.31,0.77,0.962,1.28,4.903,0.087,0.116,0.446
26061,MI,0.32,0.37,1.684,2.298,9.624,0.138,0.188,0.789
26063,MI,0.18,0.23,3.144,3.992,12.543,0.128,0.163,0.512
26065,MI,0.65,0.55,2.921,3.914,21.668,0.748,1.003,5.55
26067,MI,0.28,0.32,0.343,0.454,2.321,0.031,0.041,0.211
26069,MI,0.21,0.58,1.874,2.287,6.333,0.159,0.195,0.539
26071,MI,0.24,0.13,2.249,2.751,7.349,0.27,0.33,0.882
26073,MI,0.3,0.35,1.176,1.575,9.316,0.113,0.152,0.898
26075,MI,0.63,0.66,2.248,2.953,12.623,0.321,0.422,1.803
26077,MI,0.64,0.93,2.722,3.633,18.193,0.321,0.428,2.145
26079,MI,0.15,,0.449,0.583,2.206,0,0,0
26081,MI,0.74,0.72,2.619,3.574,19.172,0.229,0.313,1.68
26087,MI,0.36,0.64,2.079,2.697,11.464,0.114,0.147,0.626
26091,MI,0.28,0.59,1.15,1.51,6.061,0.092,0.12,0.483
26093,MI,0.48,0.37,0.743,0.972,4.313,0.042,0.055,0.243
26095,MI,0.19,,3.979,4.868,19.35,0,0,0
26097,MI,0.39,,1.391,1.687,4.959,0,0,0
26099,MI,0.64,0.61,1.64,2.134,9.654,0.194,0.253,1.144
26101,MI,0.21,,1.835,2.272,7.123,0,0,0
26103,MI,0.43,0.8,3.954,5.077,20.678,0.451,0.579,2.359
26105,MI,0.43,0.49,1.546,1.988,6.566,0.206,0.265,0.875
26107,MI,0.4,0.49,1.125,1.494,6.144,0.092,0.122,0.502
26111,MI,0.51,0.8,3.894,5.104,21.21,0.312,0.41,1.702
26115,MI,0.37,0.43,1.017,1.33,5.612,0.093,0.122,0.514
26117,MI,0.26,0.27,2.048,2.709,11.702,0.188,0.248,1.072
26121,MI,0.56,0.27,2.085,2.792,12.261,0.253,0.339,1.49
26123,MI,0.52,0.48,0.511,0.678,2.672,0.184,0.244,0.962
26125,MI,0.67,0.63,2.74,3.566,16.31,0.352,0.458,2.094
26127,MI,0.1,,0.901,1.204,4.38,0,0,0
26129,MI,0.23,,4.2,5.273,16.254,0.477,0.599,1.847
26131,MI,0.05,,4.314,5.029,11.922,0,0,0
26133,MI,0.16,0,1.071,1.417,5.054,0.171,0.227,0.809
26137,MI,0.39,0.63,1.865,2.433,8.824,0.162,0.212,0.767
26139,MI,0.37,0.22,1.119,1.558,7.473,0.076,0.105,0.506
26145,MI,0.7,0.77,3.795,5.007,19.683,0.587,0.775,3.045
26151,MI,0.14,,1.578,2.064,7.37,0,0,0
26153,MI,0.38,,1.487,1.832,5.55,0,0,0
26155,MI,0.42,0.51,1.628,2.131,8.864,0.103,0.134,0.559
26147,MI,0.52,0.71,1.431,1.858,7.594,0.094,0.122,0.5
26149,MI,0.18,0.32,1.589,2.167,8.832,0.131,0.179,0.728
26157,MI,0.1,,0.952,1.228,4.701,0,0,0
26159,MI,0.1,,0.981,1.316,5.415,0,0,0
26161,MI,0.78,0.69,4.146,5.473,29.936,0.248,0.327,1.791
26163,MI,0.66,0.68,2.802,3.783,18.163,0.363,0.49,2.354
26165,MI,0.52,0.54,1.464,1.957,7.671,0.598,0.799,3.131
27001,MN,0.39,0.17,1.572,1.922,4.761,0.252,0.307,0.762
27003,MN,0.74,0.7,1.317,1.779,9.374,0.099,0.134,0.704
27005,MN,0.51,0.43,1.047,1.425,5.105,0.233,0.317,1.134
27007,MN,0.51,0.63,2.497,3.519,15.501,0.213,0.301,1.325
27011,MN,0.13,,8.018,10.36,30.211,0,0,0
27013,MN,0.68,0.51,2.477,3.303,17.827,0.43,0.574,3.096
27015,MN,0.3,,2.549,3.39,12.207,0,0,0
27017,MN,0.33,0.03,1.311,1.737,7.66,0.167,0.222,0.978
27019,MN,0.56,0.9,1.082,1.53,9.001,0.241,0.341,2.009
27021,MN,0.01,,0.169,0.22,0.653,0,0,0
27023,MN,0.25,,2.097,2.812,9.897,0,0,0
27025,MN,0.51,0.51,0.984,1.31,6.386,0.179,0.238,1.161
27029,MN,0.11,,2.838,3.878,14.029,0,0,0
27031,MN,0.2,,2.967,3.585,10.39,0,0,0
27033,MN,0.19,,2.306,3.132,10.109,0,0,0
27035,MN,0.43,0.34,2.342,3.063,10.447,0.247,0.322,1.1
27037,MN,0.65,0.84,0.557,0.758,3.932,0.038,0.051,0.265
27041,MN,0.33,0.35,2.608,3.406,11.444,0.211,0.275,0.925
27043,MN,0.37,0.01,1.744,2.3,7.643,0.291,0.383,1.274
27047,MN,0.25,,5.223,6.86,23.584,0.591,0.777,2.67
27049,MN,0.36,0.44,1.789,2.359,9.097,0.086,0.114,0.438
27051,MN,0.17,,1.661,2.192,7.138,0,0,0
27053,MN,0.69,0.72,2.678,3.536,19.079,0.3,0.396,2.138
27057,MN,0.48,,1.172,1.522,4.679,0,0,0
27059,MN,0.4,,1.751,2.353,10.897,0,0,0
27061,MN,0.26,,1.685,2.184,7.175,0.2,0.259,0.85
27063,MN,0.15,,1.413,1.849,6.315,0,0,0
27065,MN,0.38,0.08,1.543,2.017,7.521,0.247,0.323,1.203
27067,MN,0.46,0.1,1.89,2.577,10.048,0.187,0.254,0.992
27069,MN,0.1,,3.531,4.622,14.479,0,0,0
27071,MN,0.34,,1.447,1.823,5.662,0,0,0
27073,MN,0.18,,3.004,3.851,10.905,0,0,0
27075,MN,0.41,,1.501,1.891,5.766,0,0,0
27077,MN,0.2,,3.991,5.012,16.465,0,0,0
27079,MN,0.2,,0.316,0.426,1.805,0,0,0
27081,MN,0.07,,7.932,10.603,31.96,0,0,0
27083,MN,0.28,,1.951,2.75,12.315,0,0,0
27087,MN,0.14,,1.812,2.748,10.515,0,0,0
27089,MN,0.22,,1.278,1.701,5.952,0,0,0
27091,MN,0.24,,2.78,3.643,11.828,0,0,0
27085,MN,0.41,0.07,2.063,2.753,11.018,0.167,0.223,0.893
27093,MN,0.3,,1.08,1.466,5.395,0,0,0
27095,MN,0.27,,1.071,1.451,5.849,0,0,0
27097,MN,0.37,,0.754,1.011,3.854,0.181,0.243,0.925
27099,MN,0.27,0.26,3.974,5.484,21.662,0.45,0.621,2.452
27101,MN,0.16,,2.417,3.174,9.474,0,0,0
27103,MN,0.47,,0.497,0.675,3.059,0,0,0
27105,MN,0.19,,2.189,3.124,13.389,0,0,0
27107,MN,0.04,,2.162,2.922,10.249,0,0,0
27109,MN,0.72,0.65,7.525,10.235,48.451,1.395,1.897,8.982
27111,MN,0.23,0.45,1.36,1.788,5.718,0.085,0.112,0.357
27113,MN,0.78,,1.129,1.501,6.173,0,0,0
27115,MN,0.26,,0.305,0.389,1.476,0,0,0
27117,MN,0.17,,1.99,2.757,9.494,0,0,0
27119,MN,0.23,0.16,1.713,2.342,9.531,0.159,0.217,0.882
27121,MN,0.49,,1.712,2.209,7.011,0,0,0
27123,MN,0.78,0.75,2.403,3.25,16.665,0.264,0.356,1.828
27127,MN,0.21,,1.639,2.244,7.752,0,0,0
27129,MN,0.27,,1.095,1.466,5.263,0,0,0
27131,MN,0.37,,0.481,0.655,3.122,0,0,0
27133,MN,0.27,,2.656,3.682,13.39,0,0,0
27135,MN,0.34,,1.65,2.241,9.43,0,0,0
27139,MN,0.56,,0.74,1.055,6.798,0,0,0
27141,MN,0.44,0.2,0.344,0.483,3.032,0.042,0.059,0.368
27143,MN,0.15,,1.065,1.435,5.806,0,0,0
27137,MN,0.63,0.71,4.08,5.268,21.033,0.911,1.176,4.697
27145,MN,0.66,0.68,3.265,4.485,21.596,0.264,0.362,1.744
27147,MN,0.59,,0.788,1.082,4.468,0,0,0
27149,MN,0.29,,2.563,3.583,14.828,0,0,0
27151,MN,0.13,,3.531,4.71,16.145,0,0,0
27153,MN,0.55,0.09,1.587,2.138,7.367,0.122,0.164,0.567
27155,MN,0.09,,4.534,5.88,18.029,0,0,0
27157,MN,0.25,,0.647,0.846,2.964,0,0,0
27159,MN,0.28,0.03,1.815,2.512,8.63,0.145,0.201,0.69
27161,MN,0.45,,0.803,1.078,4.412,0,0,0
27163,MN,0.55,0.65,0.594,0.812,3.958,0.12,0.163,0.797
27165,MN,0.13,,2.277,3.11,11.41,0,0,0
27167,MN,0.29,,3.997,5.321,20.833,0,0,0
27169,MN,0.45,0.25,0.807,1.061,4.75,0.157,0.207,0.927
27171,MN,0.46,0.04,0.506,0.725,4.008,0.022,0.032,0.174
27173,MN,0.16,,4.798,6.469,23.725,0,0,0
29001,MO,0.52,0.51,2.013,2.736,13.582,0.395,0.537,2.663
29005,MO,,,0,0,0,0,0,0
29007,MO,0.31,,1.57,2.09,8.787,0,0,0
29009,MO,0.26,,1.198,1.593,5.82,0,0,0
29011,MO,0.25,0.01,2.119,2.85,10.318,0.339,0.456,1.651
29013,MO,0.2,,2.696,3.614,13.906,0,0,0
29019,MO,0.61,0.74,5.867,7.84,47.874,0.633,0.846,5.168
29021,MO,0.64,0.73,5.656,7.557,35.096,0.237,0.317,1.471
29023,MO,0.58,0.56,5.324,7.161,28.301,0.328,0.442,1.745
29027,MO,0.66,,1.248,1.644,7.667,0,0,0
29029,MO,0.47,0.37,2.488,3.088,8.834,0.393,0.488,1.395
29031,MO,0.53,0.43,6.273,8.379,37.202,0.394,0.526,2.335
29033,MO,0.22,,2.402,3.21,11.018,0,0,0
29037,MO,0.38,0.54,0.915,1.244,5.426,0.086,0.117,0.509
29039,MO,0.18,,1.765,2.392,7.557,0,0,0
29047,MO,0.59,0.68,2.817,3.821,19.959,0.698,0.947,4.947
29049,MO,0.6,0.54,1.661,2.233,9.182,0.244,0.328,1.35
29051,MO,0.45,0.49,3.307,4.401,19.947,0.326,0.433,1.963
29053,MO,0.1,,2.613,3.43,14.58,0,0,0
29055,MO,0.58,,1.044,1.387,5.307,0,0,0
29065,MO,0.39,,1.619,2.144,7.443,0,0,0
29069,MO,0.2,0.36,3.671,5.088,19.608,0.204,0.283,1.089
29071,MO,0.41,0.48,1.428,1.905,8.223,0.125,0.167,0.722
29073,MO,0.4,,1.632,2.109,7.177,0,0,0
29075,MO,0.22,,3.772,5.158,18.983,0,0,0
29077,MO,0.72,0.68,7.197,9.48,43.693,0.812,1.069,4.929
29079,MO,0.37,,2.118,2.887,9.813,0,0,0
29081,MO,0.45,,1.664,2.26,7.407,0,0,0
29083,MO,0.62,0.44,4.405,5.804,20.262,0.367,0.484,1.688
29091,MO,0.44,0.6,3.194,4.319,16.097,0.299,0.405,1.509
29093,MO,0.26,,1.474,1.912,6.89,0,0,0
29095,MO,0.72,0.75,3.738,5.034,25.016,0.508,0.685,3.402
