fips_code,State,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds [Per 1000 People],Staffed All Beds [Per 1000 Adults (20+)],Staffed All Beds [Per 1000 Elderly (65+)],Staffed ICU Beds [Per 1000 People],Staffed ICU Beds [Per 1000 Adults (20+)],Staffed ICU Beds [Per 1000 Elderly (65+)]
13095,GA,0.6,,4.483,6.271,29.158,0.548,0.767,3.565
13097,GA,0.72,1,0.702,0.982,6.081,0.055,0.077,0.477
13099,GA,0.63,,1.464,2.012,7.7,0,0,0
13103,GA,0.26,,0.402,0.565,3.462,0,0,0
13105,GA,0.14,0,2.72,3.56,13.003,0.209,0.274,1
13107,GA,0.19,0.2,1.99,2.743,12.352,0.354,0.488,2.196
13109,GA,0.07,,4.57,6.438,28.522,0,0,0
13111,GA,0.18,0.24,1.926,2.356,6.525,0.193,0.236,0.652
13113,GA,0.74,0.65,2.556,3.439,14.053,0.582,0.783,3.198
13115,GA,0.75,0.8,4.442,6.046,26.541,0.674,0.917,4.027
13117,GA,0.78,0.67,1.264,1.802,10.52,0.101,0.145,0.844
13119,GA,0.35,0.38,2.432,3.235,12.797,0.347,0.462,1.828
13121,GA,0.76,0.76,3.646,4.852,31.199,0.564,0.75,4.824
13127,GA,0.58,,4.706,6.199,23.25,0.282,0.371,1.392
13129,GA,0.68,0.65,1.196,1.636,8.061,0.139,0.19,0.935
13131,GA,0.38,0.32,1.859,2.546,10.195,0.162,0.221,0.887
13133,GA,0.55,,1.413,1.769,4.862,0,0,0
13135,GA,0.83,1,0.894,1.267,8.889,0.075,0.107,0.751
13137,GA,0.33,0.52,1.168,1.564,6.434,0.088,0.118,0.486
13139,GA,0.89,0.81,2.696,3.741,18.103,0.42,0.583,2.823
13143,GA,0.82,,0.508,0.688,3.143,0,0,0
13151,GA,0.74,,1.095,1.529,9.397,0.174,0.243,1.492
13153,GA,0.71,0.8,1.775,2.463,13.966,0.232,0.321,1.822
13155,GA,0.17,,3.618,4.738,20.166,0,0,0
13157,GA,0.12,,0.398,0.549,2.757,0,0,0
13159,GA,0.31,,0.855,1.154,4.89,0,0,0
13161,GA,0.29,0.22,1.663,2.347,10.562,0.266,0.376,1.69
13163,GA,0.12,,2.398,3.234,13.125,0,0,0
13165,GA,0.06,,1.728,2.237,10.288,0,0,0
13175,GA,0.57,0.79,3.064,4.193,17.347,0.338,0.463,1.914
13179,GA,0.34,,1.041,1.502,11.25,0,0,0
13185,GA,0.74,0.94,3.241,4.523,26.243,0.413,0.576,3.341
13187,GA,,,0,0,0,0,0,0
13193,GA,0.02,,1.674,2.124,9.692,0,0,0
13189,GA,0.59,,1.161,1.607,6.619,0,0,0
13199,GA,0.44,,2.706,3.549,13.287,0,0,0
13201,GA,0.84,,4.397,5.838,19.778,0,0,0
13205,GA,0.68,,1.127,1.506,6.918,0,0,0
13207,GA,0.5,,0.908,1.177,4.899,0,0,0
13211,GA,,,0,0,0,0,0,0
13213,GA,0.14,,0.726,0.997,4.89,0,0,0
13215,GA,0.61,0.59,4.089,5.64,30.534,0.314,0.433,2.346
13217,GA,0.55,0.54,0.858,1.209,6.591,0.091,0.129,0.701
13223,GA,0.69,0.77,0.683,0.956,6.439,0.049,0.068,0.46
13225,GA,0.77,,0.916,1.238,5.725,0,0,0
13227,GA,0.73,0.73,1.626,2.091,7.424,0.188,0.241,0.857
13233,GA,0.84,,0.589,0.814,3.802,0,0,0
13235,GA,0.17,0.3,4.969,6.217,21.974,0.542,0.678,2.397
13237,GA,,,0,0,0,0,0,0
13241,GA,,,0,0,0,0,0,0
13243,GA,0.15,,3.659,4.78,15.319,0,0,0
13245,GA,0.68,0.77,12.027,16.269,85.527,2.009,2.718,14.29
13247,GA,0.87,0.58,1.556,2.145,10.797,0.177,0.243,1.225
13251,GA,0.21,,1.794,2.328,9.535,0,0,0
13253,GA,0.25,,5.412,7.025,23.462,0,0,0
13255,GA,0.62,0.55,2.421,3.259,13.556,0.333,0.448,1.864
13257,GA,0.22,0.28,2.842,3.806,14.648,0.23,0.309,1.188
13261,GA,0.54,,1.816,2.478,10.846,0,0,0
13267,GA,0.29,,0.985,1.27,6.889,0,0,0
13269,GA,,,0,0,0,0,0,0
13275,GA,0.66,0.74,5.085,6.871,27.795,0.787,1.064,4.305
13277,GA,0.67,0.79,4.461,6.244,29.982,0.493,0.69,3.313
13279,GA,0.85,0.63,1.934,2.722,11.821,0.298,0.419,1.819
13281,GA,0.32,,2.109,2.626,6.108,0,0,0
13285,GA,0.32,0.41,3.941,5.392,26.554,0.286,0.391,1.924
13291,GA,0.57,0.28,1.625,1.971,4.922,0.208,0.253,0.631
13293,GA,0.4,0.36,3.319,4.395,17.964,1.068,1.414,5.782
13297,GA,0.35,0.7,0.813,1.116,5.246,0.075,0.103,0.483
13299,GA,0.52,0,3.756,5.095,21.729,0.617,0.836,3.567
13303,GA,0.14,,2.747,3.601,15.819,0,0,0
13305,GA,0.42,0.25,2.952,4.016,18.636,0.403,0.548,2.541
13309,GA,,,0,0,0,0,0,0
13313,GA,0.44,0.67,2.364,3.305,16.826,0.327,0.457,2.326
13317,GA,0.39,,2.531,3.304,10.955,0,0,0
13321,GA,0.53,,1.232,1.631,6.457,0,0,0
15001,HI,0.66,0.47,1.473,1.931,7.042,0.119,0.157,0.571
15003,HI,0.66,0.69,2.312,3.019,13.038,0.142,0.185,0.8
15007,HI,0.63,0.63,0.998,1.308,4.952,0.097,0.127,0.481
15009,HI,0.68,0.86,1.477,1.935,8.081,0.12,0.157,0.654
19001,IA,0.04,,3.54,4.619,15.596,0,0,0
19003,IA,0.07,,6.036,7.854,26.159,0,0,0
19005,IA,0.28,,1.807,2.424,7.954,0,0,0
19007,IA,0.15,0,2.01,2.653,8.856,0.241,0.318,1.063
19009,IA,0.07,,4.541,5.845,18.355,0,0,0
19011,IA,0.18,,0.975,1.307,5.244,0,0,0
19013,IA,0.43,0.43,2.9,3.877,17.68,0.219,0.293,1.335
19015,IA,0.4,,0.949,1.238,5.15,0,0,0
19017,IA,0.29,,1.483,2.013,7.573,0,0,0
19019,IA,0.14,,1.179,1.644,6.603,0,0,0
19021,IA,0.37,,1.258,1.765,7.817,0.252,0.353,1.563
19025,IA,0.14,0.02,2.578,3.364,11.236,0.206,0.269,0.899
19027,IA,0.33,0.21,3.275,4.459,16.117,0.298,0.405,1.465
19029,IA,0.37,0.04,1.933,2.556,8.342,0.309,0.409,1.335
19033,IA,0.58,0.68,4.807,6.247,22.076,0.422,0.549,1.938
19035,IA,0.72,,5.388,7.05,22.418,0,0,0
19037,IA,0.39,,0.669,0.898,3.219,0,0,0
19039,IA,0.28,,2.653,3.685,14.343,0,0,0
19041,IA,0.39,,3.037,4.034,14.653,0,0,0
19043,IA,0.12,,1.424,1.853,5.991,0,0,0
19045,IA,0.25,0.51,2.58,3.436,13.1,0.215,0.286,1.092
19047,IA,0.23,,1.457,2.026,8.317,0,0,0
19049,IA,0.08,,0.277,0.395,2.312,0,0,0
19051,IA,0.09,,2.773,4.049,15.499,0,0,0
19053,IA,0.22,,1.394,1.916,6.944,0,0,0
19055,IA,0.3,,1.465,1.973,7.594,0,0,0
19057,IA,0.48,0.49,3.475,4.604,16.687,0.307,0.406,1.472
19059,IA,0.2,,2.565,3.245,9.81,0.175,0.221,0.669
19061,IA,0.52,0.53,2.653,3.577,14.762,0.186,0.251,1.034
19063,IA,0.22,,2.378,3.112,11.117,0,0,0
19065,IA,0.14,,2.543,3.339,11.829,0,0,0
19067,IA,0.31,,1.586,2.117,7.274,0,0,0
19069,IA,0.15,,2.469,3.303,11.765,0,0,0
19071,IA,0.11,,3.575,4.721,15.783,0,0,0
19073,IA,0.18,,2.784,3.736,12.607,0.445,0.598,2.017
19075,IA,0.09,,2.032,2.711,9.731,0,0,0
19077,IA,0.16,,2.332,3.094,10.386,0,0,0
19079,IA,,,0,0,0,0,0,0
19081,IA,0.28,,2.334,3.067,10.386,0,0,0
19083,IA,0.35,,1.126,1.461,5.113,0,0,0
19085,IA,0.16,,1.769,2.369,8.977,0,0,0
19087,IA,0.2,,1.246,1.65,6.569,0,0,0
19089,IA,0.2,,1.959,2.677,9.385,0,0,0
19091,IA,0.2,,1.781,2.38,8.273,0,0,0
19093,IA,0.22,,3.654,4.946,16.458,0,0,0
19095,IA,0.27,,1.549,2.072,8.167,0,0,0
19097,IA,0.19,,1.287,1.702,6.156,0,0,0
19099,IA,0.18,,1.292,1.711,6.752,0.108,0.143,0.563
19101,IA,0.37,,1.36,1.644,6.069,0,0,0
19103,IA,0.7,0.76,6.36,8.529,54.24,0.628,0.842,5.356
19105,IA,,,0,0,0,0,0,0
19107,IA,0.2,,2.445,3.259,11.405,0,0,0
19109,IA,0.43,,1.61,2.116,6.783,0,0,0
19111,IA,0.15,0.07,2.907,3.796,14.313,0.294,0.383,1.446
19113,IA,0.56,0.53,2.191,2.954,13.865,0.195,0.263,1.232
19117,IA,0.11,,2.892,3.863,13.284,0,0,0
19119,IA,,,0,0,0,0,0,0
19121,IA,0.17,,1.539,2.111,9.058,0,0,0
19123,IA,0.45,,1.136,1.556,6.208,0,0,0
19125,IA,0.43,0.07,1.497,2.052,8.393,0.09,0.123,0.504
19127,IA,0.4,,1.025,1.419,5.638,0,0,0
19129,IA,,,0,0,0,0,0,0
19131,IA,0.18,,2.365,3.191,11.181,0,0,0
19133,IA,0.28,,2.881,3.796,11.704,0,0,0
19135,IA,0.13,,3.209,4.326,16.077,0,0,0
19137,IA,0.47,0.45,2.499,3.334,11.66,0.8,1.067,3.731
19139,IA,0.25,0.55,1.048,1.44,6.298,0.116,0.16,0.7
19141,IA,0.24,,2.818,3.807,13.641,0,0,0
19143,IA,0.11,,4.139,5.587,19.246,0,0,0
19145,IA,0.2,0,3.279,4.157,14.689,0.131,0.166,0.588
19147,IA,0.21,,2.688,3.606,12.257,0,0,0
19149,IA,0.24,,0.996,1.37,5.422,0,0,0
19151,IA,0.12,,3.709,4.935,16.108,0,0,0
19153,IA,0.74,0.63,2.83,3.892,21.672,0.246,0.339,1.886
19155,IA,0.48,0.36,2.726,3.695,15.611,0.31,0.42,1.775
19157,IA,0.25,0.34,2.62,3.477,12.606,0.267,0.355,1.286
19159,IA,0.18,,3.221,4.331,13.126,0,0,0
19161,IA,0.08,,2.572,3.4,10.951,0,0,0
19163,IA,0.53,0.49,2.493,3.375,15.351,0.225,0.305,1.386
19165,IA,0.37,,2.159,2.865,9.549,0,0,0
19167,IA,0.23,,2.693,3.93,16.98,0,0,0
19169,IA,0.51,0.3,1.784,2.402,14.815,0.143,0.192,1.185
19175,IA,0.41,0.05,2.023,2.717,9.827,0.324,0.435,1.572
19177,IA,0.09,,3.561,4.732,15.863,0,0,0
19179,IA,0.25,0.45,2.5,3.333,13.887,0.312,0.417,1.736
19183,IA,0.29,,1.129,1.547,5.852,0,0,0
19185,IA,0.31,,3.906,5.383,17.655,0,0,0
19187,IA,0.74,0.81,1.268,1.699,6.913,0.221,0.296,1.202
19191,IA,0.42,,1.248,1.639,6.033,0,0,0
19193,IA,0.68,0.66,3.082,4.346,20.425,0.332,0.468,2.198
19197,IA,0.29,,3.704,5.017,16.297,0,0,0
16001,ID,0.62,0.55,2.543,3.455,17.627,0.223,0.304,1.549
16005,ID,0.61,0.56,1.572,2.227,11.048,0.23,0.325,1.613
16007,ID,0.26,,3.471,4.899,16.827,0,0,0
16009,ID,0.19,,2.059,2.725,9.165,0,0,0
16011,ID,0.82,0.54,2.833,4.257,19.864,0.108,0.162,0.758
16013,ID,0.34,,1.106,1.46,5.637,0,0,0
16017,ID,0.51,0.44,0.559,0.712,2.278,0.089,0.114,0.365
16019,ID,0.53,0.46,2.285,3.42,17.178,0.3,0.448,2.252
16021,ID,0.13,,1.674,2.245,7.432,0,0,0
16023,ID,0.05,,5.362,7.25,22.876,0,0,0
16027,ID,0.48,0.49,0.931,1.355,6.762,0.139,0.202,1.008
16029,ID,0.12,,3.541,5.133,20.259,0,0,0
16031,ID,0.38,0.28,1.299,1.983,9.142,0.251,0.384,1.769
16035,ID,0.26,,8.906,10.868,32.65,0,0,0
16039,ID,0.45,,0.77,1.07,5.716,0,0,0
16041,ID,0.3,,1.457,2.237,10.293,0,0,0
16045,ID,0.21,,0.737,0.984,3.365,0,0,0
16047,ID,0.42,,1.053,1.506,6.091,0,0,0
16049,ID,0.25,,2.422,3.095,8.684,0,0,0
16053,ID,0.25,,1.041,1.559,8.021,0,0,0
16055,ID,0.61,0.74,2.483,3.307,13.075,0.341,0.454,1.793
16057,ID,0.56,0.18,0.623,0.836,4.624,0.075,0.1,0.555
16059,ID,0.2,,2.261,2.838,7.472,0,0,0
16065,ID,0.36,0.22,1.705,2.603,24.47,0.102,0.155,1.461
16067,ID,0.38,,0.768,1.111,4.724,0,0,0
16069,ID,0.37,0.54,2.722,3.57,13.646,0.223,0.292,1.116
16071,ID,0.32,,2.451,3.538,12.061,0,0,0
16077,ID,0.16,,1.287,1.949,8.34,0,0,0
16079,ID,0.18,,1.641,2.112,7.184,0,0,0
16081,ID,0.1,,1.117,1.526,8.922,0,0,0
16083,ID,0.57,0.35,1.998,2.851,12.979,0.349,0.497,2.264
16085,ID,0.2,,2.083,2.588,8.297,0,0,0
16087,ID,0.14,,1.87,2.492,7.439,0,0,0
17001,IL,0.56,0.58,3.775,5.016,18.661,0.381,0.506,1.881
17005,IL,0.34,,1.924,2.452,10.369,0,0,0
17007,IL,,,0,0,0,0,0,0
17011,IL,0.36,0.3,2.091,2.734,9.542,0.273,0.357,1.245
17019,IL,0.7,0.57,2.995,4.026,23.357,0.243,0.326,1.894
17021,IL,0.39,,1.439,1.85,7.219,0,0,0
17025,IL,0.31,,1.509,2.008,7.427,0,0,0
17027,IL,0.28,,1.222,1.591,7.095,0,0,0
17029,IL,0.63,,1.611,2.088,9.525,0.177,0.229,1.045
17031,IL,0.62,0.58,2.91,3.836,19.881,0.319,0.421,2.182
17033,IL,0.4,,1.329,1.702,7.028,0,0,0
17039,IL,0.08,,0.951,1.243,4.949,0,0,0
17037,IL,0.45,,1.844,2.507,14.576,0.154,0.209,1.215
17043,IL,0.7,0.56,1.762,2.353,11.366,0.26,0.347,1.674
17045,IL,0.59,,1.44,1.857,6.619,0,0,0
17049,IL,0.32,0.45,3.888,5.239,22.009,0.292,0.394,1.655
17051,IL,0.29,0.03,1.354,1.767,7.132,0.187,0.244,0.984
17053,IL,0.44,0.03,1.885,2.517,10.052,0.151,0.201,0.804
17055,IL,0.09,,0.646,0.853,3.152,0,0,0
17057,IL,0.47,0.44,1.234,1.578,5.983,0.143,0.183,0.696
17061,IL,0.11,,1.917,2.494,9.8,0,0,0
17063,IL,0.46,0.89,1.746,2.413,12.408,0.157,0.217,1.115
17065,IL,0.35,,3.063,4.024,14.021,0,0,0
17067,IL,0.31,,1.009,1.307,4.354,0,0,0
17069,IL,0.28,,6.394,7.997,24.876,0,0,0
17073,IL,0.26,0.02,1.019,1.35,5.01,0.061,0.081,0.301
17075,IL,0.16,,0.906,1.189,4.2,0,0,0
17077,IL,0.6,0.79,3.344,4.355,21.293,0.366,0.476,2.329
17081,IL,0.5,0.33,4.521,5.963,23.622,0.582,0.767,3.039
17083,IL,0.15,0.21,2.106,2.738,10.798,0.183,0.238,0.939
17085,IL,0.25,,1.17,1.474,4.164,0,0,0
17089,IL,0.54,0.55,1.728,2.403,12.642,0.193,0.268,1.411
17091,IL,0.43,0.55,4.181,5.662,24.798,0.509,0.689,3.019
17095,IL,0.3,0.37,3.532,4.555,16.359,0.359,0.463,1.664
17099,IL,0.38,0.36,1.499,1.965,7.916,0.119,0.156,0.628
17097,IL,0.61,0.6,1.016,1.395,7.134,0.137,0.188,0.962
17101,IL,0.21,,1.586,1.996,9.098,0,0,0
17103,IL,0.35,0.69,1.929,2.463,9.839,0.175,0.224,0.894
17105,IL,0.43,0.62,1.174,1.537,6.115,0.14,0.183,0.728
17107,IL,0.46,,0.864,1.114,4.73,0,0,0
17115,IL,0.5,0.63,3.18,4.225,15.887,0.621,0.825,3.101
17117,IL,0.22,,1.103,1.443,5.552,0,0,0
17119,IL,0.4,0.36,2.375,3.13,13.807,0.219,0.289,1.275
17121,IL,0.43,0.45,2.844,3.8,14.444,0.239,0.32,1.215
17125,IL,0.12,,1.843,2.39,8.303,0,0,0
17127,IL,0.4,,1.776,2.336,8.455,0,0,0
17109,IL,0.34,0.28,1.502,1.964,8.516,0.234,0.305,1.325
17111,IL,0.62,0.07,0.898,1.212,6.152,0.107,0.144,0.733
17113,IL,0.48,0.72,1.985,2.695,15.004,0.174,0.236,1.312
17131,IL,0.12,,1.41,1.841,6.509,0,0,0
17135,IL,0.38,,1.748,2.241,8.675,0,0,0
17137,IL,0.33,0.37,2.737,3.508,13.678,0.265,0.339,1.324
17141,IL,0.17,0,0.334,0.444,1.781,0.079,0.104,0.419
17143,IL,0.7,0.62,5.459,7.402,31.996,0.592,0.803,3.472
17145,IL,0.23,,1.181,1.509,6.337,0,0,0
17147,IL,0.3,,0.976,1.294,5.041,0,0,0
17149,IL,0.11,,1.601,2.12,7.643,0,0,0
17157,IL,0.32,,2.336,2.965,12.559,0,0,0
17159,IL,0.29,0.13,2.982,3.981,14.56,0.508,0.678,2.478
17161,IL,0.38,0.64,3.081,4.098,15.973,0.404,0.538,2.096
17165,IL,0.31,,2.719,3.567,13.416,0,0,0
17167,IL,0.69,0.75,4.643,6.145,25.998,0.476,0.63,2.666
17169,IL,0.16,,3.185,3.98,13.977,0,0,0
17173,IL,0.12,,1.38,1.799,6.126,0,0,0
17163,IL,0.5,0.52,1.639,2.205,10.373,0.1,0.134,0.63
17177,IL,0.39,0.46,2.234,2.916,9.831,0.179,0.233,0.786
17179,IL,0.22,0.29,0.998,1.324,5.316,0.06,0.08,0.322
17181,IL,0.25,,1.484,1.928,6.95,0,0,0
17183,IL,0.25,0.42,2.331,3.139,12.049,0.156,0.21,0.808
17185,IL,0.27,0.04,2.165,2.872,10.473,0.346,0.46,1.676
17187,IL,0.17,,1.35,1.832,6.913,0,0,0
17189,IL,0.22,,1.572,2.05,7.815,0,0,0
17191,IL,0.18,0.15,1.531,2.033,7.108,0.245,0.325,1.137
17195,IL,0.38,0.42,2.175,2.869,10.431,0.162,0.213,0.776
17197,IL,0.6,0.63,1.083,1.496,8.296,0.14,0.193,1.073
17199,IL,0.5,0.39,4.384,5.743,23.126,0.388,0.508,2.045
17201,IL,0.59,0.58,3.112,4.189,17.744,0.317,0.427,1.807
17203,IL,0.13,,0.65,0.886,3.592,0,0,0
18001,IN,0.65,0.4,0.702,1.059,4.526,0.112,0.169,0.724
18003,IN,0.66,0.73,3.581,4.986,24.562,0.453,0.631,3.107
18005,IN,0.43,0.51,2.55,3.439,15.645,0.205,0.277,1.26
18009,IN,0.4,,1.257,1.651,5.814,0,0,0
18011,IN,0.33,0.6,1.015,1.424,7.594,0.119,0.167,0.893
18017,IN,0.38,0.23,1.581,2.119,8.885,0.132,0.177,0.74
18019,IN,0.61,,2.548,3.375,16.141,0.187,0.248,1.188
18021,IN,0.07,,0.955,1.274,5.348,0,0,0
18023,IN,0.16,,0.775,1.084,4.648,0,0,0
18027,IN,0.32,0.39,1.267,1.854,8.268,0.151,0.221,0.984
18033,IN,0.48,0.38,0.856,1.164,5.271,0.185,0.252,1.14
18029,IN,0.38,0.66,2.058,2.731,11.619,0.161,0.214,0.911
18031,IN,0.44,,0.933,1.273,5.574,0,0,0
18035,IN,0.69,0.76,3.067,4.034,17.893,0.314,0.413,1.83
18037,IN,0.37,0.47,2.608,3.542,14.939,0.611,0.83,3.499
18039,IN,0.56,0.63,1.644,2.352,11.162,0.17,0.244,1.156
18041,IN,0.21,0.02,1.953,2.562,9.574,0.868,1.139,4.255
18043,IN,0.63,,3.458,4.605,21.436,0.206,0.274,1.275
18049,IN,0.43,0.46,1.244,1.674,6.378,0.199,0.268,1.02
18051,IN,0.17,0.04,0.747,1.005,4.255,0.149,0.201,0.851
18053,IN,0.5,0.54,5.263,6.983,27.379,0.288,0.382,1.499
18055,IN,0.3,0.11,0.781,1.027,4.001,0.156,0.205,0.8
18057,IN,0.44,0.44,1.727,2.443,13.949,0.076,0.107,0.612
18059,IN,0.36,0.54,0.799,1.074,4.917,0.314,0.423,1.935
18061,IN,0.62,0.22,0.62,0.822,3.5,0.099,0.132,0.56
18063,IN,0.55,0.67,1.557,2.143,11.235,0.234,0.321,1.685
18065,IN,0.49,0.42,0.994,1.286,5.255,0.207,0.268,1.095
18067,IN,0.43,0.47,3.035,4.035,15.571,0.255,0.339,1.308
18069,IN,0.38,,0.993,1.316,5.778,0,0,0
18071,IN,0.3,0.41,2.063,2.814,12.607,0.159,0.216,0.97
18073,IN,0.17,0.15,0.749,1.016,4.257,0.12,0.163,0.681
18075,IN,0.25,,1.204,1.67,6.737,0,0,0
18077,IN,0.6,0.65,7.389,9.637,41.063,0.186,0.243,1.035
18079,IN,0.07,,0.905,1.21,5.508,0,0,0
18081,IN,0.5,0.22,1.248,1.712,8.564,0.038,0.053,0.264
18083,IN,0.58,0.65,2.683,3.622,15.041,0.813,1.098,4.558
18085,IN,0.35,0.25,0.907,1.232,5.424,0.176,0.24,1.055
18087,IN,0.37,,0.636,0.983,4.662,0,0,0
18091,IN,0.38,0.48,2.527,3.305,14.117,0.309,0.404,1.727
18089,IN,0.53,0.56,4.127,5.565,24.955,0.388,0.523,2.347
18093,IN,0.32,0.41,1.095,1.438,5.469,0.131,0.173,0.656
18095,IN,0.48,0.52,2.337,3.079,12.777,0.293,0.386,1.602
18097,IN,0.67,0.76,4.289,5.875,34.023,0.475,0.65,3.764
18099,IN,0.58,0.5,3.395,4.68,19.005,0.151,0.209,0.847
18103,IN,0.36,0.21,0.703,0.916,3.975,0.112,0.147,0.636
18105,IN,0.61,0.62,2.43,3.167,18.546,0.259,0.337,1.974
18107,IN,0.28,0.24,0.756,1.019,4.219,0.13,0.176,0.727
18109,IN,0.25,,1.184,1.576,6.99,0.143,0.19,0.842
18113,IN,0.45,,0.652,0.891,4.066,0,0,0
18117,IN,0.1,,1.231,1.642,6.303,0,0,0
18123,IN,0.34,0.09,1.309,1.698,6.964,0.209,0.272,1.114
18127,IN,0.65,0.52,1.403,1.865,8.56,0.189,0.251,1.151
18131,IN,0.37,,2.005,2.654,10.233,0,0,0
18133,IN,0.28,0.07,0.662,0.87,3.992,0.159,0.209,0.958
18135,IN,0.17,,1.006,1.345,4.955,0,0,0
18137,IN,0.62,0.08,0.876,1.185,4.916,0.245,0.332,1.377
18139,IN,0.14,,1.5,2.001,8.181,0,0,0
18143,IN,0.33,0.09,1.047,1.391,6.289,0.168,0.223,1.006
18141,IN,0.69,0.54,2.596,3.558,16.432,0.273,0.375,1.73
18149,IN,0.22,0,0.654,0.871,3.516,0.044,0.058,0.234
18151,IN,0.49,0.18,0.723,0.948,3.58,0.058,0.076,0.286
18153,IN,0.29,0.12,1.208,1.538,6.724,0.193,0.246,1.076
18157,IN,0.65,0.64,2.471,3.38,21.227,0.155,0.213,1.335
18159,IN,0.31,,1.653,2.147,7.921,0,0,0
18163,IN,0.57,0.62,6.045,7.995,35.783,0.834,1.104,4.939
18165,IN,0.2,0.14,1.615,2.132,8.059,0.388,0.512,1.934
18167,IN,0.54,0.47,3.846,5.085,23.577,0.503,0.665,3.083
18169,IN,,,0,0,0,0,0,0
18171,IN,0.35,,1.936,2.563,9.575,0,0,0
18173,IN,0.67,0.83,2.733,3.696,15.621,0.384,0.519,2.192
18175,IN,0.05,,0.895,1.193,5.245,0,0,0
18177,IN,0.74,0.48,5.702,7.561,29.768,0.455,0.603,2.375
18179,IN,0.21,0.2,2.198,3.002,12.006,0.248,0.339,1.356
18181,IN,0.24,,1.036,1.393,5.15,0,0,0
18183,IN,0.46,,0.88,1.177,4.899,0,0,0
20001,KS,0.36,,2.009,2.704,9.701,0,0,0
20003,KS,0.39,,1.523,2.102,7.16,0,0,0
20005,KS,0.41,0.27,1.544,2.155,8.996,0.247,0.345,1.439
20007,KS,0.62,,7.156,9.487,31.159,0,0,0
20009,KS,0.35,0,2.911,3.953,15.145,0.153,0.208,0.797
20011,KS,0.12,,3.071,4.314,15.576,0,0,0
20013,KS,0.31,,4.168,5.734,20.325,0,0,0
20015,KS,0.42,0.32,1.618,2.259,10.662,0.24,0.335,1.58
20019,KS,0.09,,5.138,6.602,19.209,0,0,0
20021,KS,0.21,,2.298,3.074,11.908,0,0,0
20023,KS,0.19,,6.015,7.862,22.315,0,0,0
20025,KS,0.28,,6.983,9.485,31.818,0,0,0
20027,KS,0.64,,2.126,2.852,9.249,0,0,0
20029,KS,0.21,,2.52,3.42,11.671,0,0,0
20031,KS,0.19,,3.037,3.99,14.156,0,0,0
20033,KS,0.2,,6.865,9.274,26.846,0,0,0
20035,KS,0.37,0.21,1.505,2.061,8.255,0.114,0.156,0.623
20037,KS,0.35,0.41,2.281,3.091,14.699,0.308,0.417,1.982
20039,KS,0.15,,7.315,9.3,25.99,0,0,0
20041,KS,0.39,,1.817,2.452,9.194,0,0,0
20045,KS,0.51,0.25,0.906,1.192,7.356,0.082,0.108,0.669
20047,KS,0.44,,4.212,5.652,19.802,0,0,0
20051,KS,0.4,0.46,5.19,6.984,33.741,1.184,1.594,7.699
20053,KS,0.27,,2.905,3.625,13.878,0,0,0
20055,KS,0.44,0.54,2.458,3.703,22.31,0.219,0.329,1.983
20057,KS,0.23,0.24,1.771,2.653,15.823,0.295,0.442,2.637
20059,KS,0.25,0.05,1.834,2.501,11.028,0.195,0.266,1.173
20061,KS,0.18,0.19,1.503,2.25,17.388,0.184,0.275,2.129
20063,KS,0.24,,8.04,10.853,33.071,0,0,0
20065,KS,0.2,,8.026,10.157,29.24,0,0,0
20067,KS,0.24,,3.544,5.353,25.922,0,0,0
20071,KS,0.26,,14.67,20.455,70.866,0,0,0
20073,KS,0.29,,4.129,5.408,16.567,0,0,0
20075,KS,0.23,,9.59,13.99,68.493,0,0,0
20077,KS,0.46,,4.541,6.205,19.732,0,0,0
20079,KS,0.27,0.51,3.917,5.39,20.054,0.175,0.241,0.898
20081,KS,0.17,,3.252,4.686,21.997,0,0,0
20083,KS,0.51,,13.751,18.222,57.339,0,0,0
20085,KS,0.32,,0.904,1.242,4.743,0,0,0
20087,KS,0.08,,1.318,1.757,7.066,0,0,0
20089,KS,0.76,,8.448,10.671,28.037,0,0,0
20091,KS,0.6,0.6,2.497,3.401,17.204,0.184,0.251,1.268
20093,KS,0.26,,6.34,9.246,40.85,0,0,0
20095,KS,0.18,,3.42,4.509,15.773,0,0,0
20097,KS,0.41,,5.962,8.152,27.174,0,0,0
20099,KS,0.32,0.5,2.905,3.934,15.215,0.25,0.339,1.312
20101,KS,0.62,,16.026,21.115,68.12,0,0,0
20103,KS,0.43,0.32,0.565,0.762,3.905,0.123,0.166,0.849
20105,KS,0.45,,3.308,4.399,13.532,0,0,0
20109,KS,0.18,,8.79,11.876,42.23,0,0,0
20111,KS,0.97,0.2,0.629,0.855,4.138,0.18,0.244,1.182
20115,KS,0.23,,2.092,2.765,8.983,0,0,0
20117,KS,0.45,,2.366,3.191,10.89,0,0,0
20113,KS,0.2,0.07,2.838,3.811,14.311,0.245,0.329,1.237
20119,KS,0.1,,4.824,6.75,25.031,0,0,0
20121,KS,0.79,0.91,5.285,7.225,31.611,3.147,4.302,18.824
20123,KS,1,0.33,2.602,3.551,11.034,0.65,0.888,2.759
20125,KS,0.25,0.2,1.463,2.006,7.356,0.218,0.299,1.096
20127,KS,0.15,,4.528,5.842,18.315,0,0,0
20129,KS,0.08,,9.749,13.299,48.059,0,0,0
20131,KS,0.25,,4.037,5.64,20.02,0,0,0
20133,KS,0.75,0.19,1.379,1.905,6.953,0.313,0.433,1.58
